web-scraper-order,web-scraper-start-url,authors,title,conference,citations,year
"1665549059-10988","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","YH Chan, WS Fung, LC Lau, CK Yung","Degree bounded network design with metric costs","SIAM Journal on Computing 40 (4), 953-980, 2011","29","2011"
"1665549059-10989","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","VL Alev, N Anari, LC Lau, SO Gharan","Graph clustering using effective resistance","arXiv preprint arXiv:1711.06530, 2017","28","2017"
"1665549059-10990","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","MT Hajiaghayi, K Jain, LC Lau, II Măndoiu, A Russell, VV Vazirani","Minimum multicolored subgraph problem in multiplex PCR primer set selection and population haplotyping","International Conference on Computational Science, 758-766, 2006","28*","2006"
"1665549059-10991","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","Z Li, B Li, D Jiang, LC Lau","On achieving optimal end-to-end throughput in data networks: Theoretical and empirical studies","ECE Technical Report, 2004","28","2004"
"1665549059-10992","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau, YT Lee, A Ramachandran","The Paulsen problem, continuous operator scaling, and smoothed analysis","Proceedings of the 50th Annual ACM SIGACT Symposium on Theory of Computing …, 2018","24","2018"
"1665549059-10993","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau","Finding small sparse cuts by random walk","Approximation, Randomization, and Combinatorial Optimization. Algorithms and …, 2012","16*","2012"
"1665549059-10994","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau","Packing steiner forests","International Conference on Integer Programming and Combinatorial …, 2005","16","2005"
"1665549059-10995","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau, YT Lee","Improved Cheeger's inequality and analysis of local graph partitioning using vertex expansion and expansion profile","SIAM Journal on Computing 46 (3), 890-910, 2017","14","2017"
"1665549059-10996","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","T Király, LC Lau","Approximate min–max theorems for Steiner rooted-orientations of graphs and hypergraphs","Journal of Combinatorial Theory, Series B 98 (6), 1233-1252, 2008","14","2008"
"1665549059-10997","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, M Molloy","Randomly colouring graphs with girth five and large maximum degree","Latin American Symposium on Theoretical Informatics, 665-676, 2006","13","2006"
"1665549059-10998","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, H Zhou","A unified algorithm for degree bounded survivable network design","Mathematical Programming 154 (1), 515-532, 2015","12","2015"
"1665549059-10999","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, CK Yung","Efficient edge splitting-off algorithms maintaining all-pairs edge-connectivities","SIAM Journal on Computing 42 (3), 1185-1200, 2013","11","2013"
"1665549059-11000","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","A Frank, LC Lau, J Szabó","A note on degree-constrained subgraphs","Discrete mathematics 308 (12), 2647-2648, 2008","11","2008"
"1665549059-11001","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau","On approximate min-max theorems for graph connectivity problems","Dissertation Abstracts International 68 (01), 2006","11","2006"
"1665549059-11002","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","N Harvey, K Jain, L Lau, C Nair, Y Wu","Conservative network coding","Proc. 44th Annual Allerton Conf. on Comm., Contr., and Computing, 2006","9","2006"
"1665549059-11003","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau, A Ramachandran","Spectral analysis of matrix scaling and operator scaling","2019 IEEE 60th Annual Symposium on Foundations of Computer Science (FOCS …, 2019","7","2019"
"1665549059-11004","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau","Lower bounds on expansions of graph powers","Approximation, Randomization, and Combinatorial Optimization. Algorithms and …, 2014","7","2014"
"1665549059-11005","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","NJA Harvey, T Király, LC Lau","On disjoint common bases in two matroids","SIAM Journal on Discrete Mathematics 25 (4), 1792-1803, 2011","7","2011"
"1665549059-11006","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","T Király, LC Lau","Degree bounded forest covering","International Conference on Integer Programming and Combinatorial …, 2011","6","2011"
"1665549059-11007","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","VL Alev, LC Lau","Approximating unique games using low diameter graph decomposition","arXiv preprint arXiv:1702.06969, 2017","5","2017"
"1665549059-11008","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, H Zhou","A spectral approach to network design","Proceedings of the 52nd Annual ACM SIGACT Symposium on Theory of Computing …, 2020","4","2020"
"1665549059-11009","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","SO Chan, TC Kwok, LC Lau","Random walks and evolving sets: Faster convergences and limitations","Proceedings of the Twenty-Eighth Annual ACM-SIAM Symposium on Discrete …, 2017","3","2017"
"1665549059-11010","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","THH Chan, LC Lau, L Trevisan","Theory and Applications of Models of Computation","Springer, 2013","3*","2013"
"1665549059-11011","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","PH Chan, LC Lau, A Schild, SC Wong, H Zhou","Network Design for s-t Effective Resistance","ACM Transactions on Algorithms (TALG), 2019","2","2019"
"1665549059-11012","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau","Spectral algorithm lecture notes","","2","2012"
"1665549059-11013","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","M Flouris, L LAU, T Morioka, PA Papakonstantinou, G Penn","Bounded and ordered satisfiability: connecting recognition with Lambek-style calculi to classical satisfiability testing","Math. of language 8, 45-56, 2003","2","2003"
"1665549059-11014","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, M Singh","Iterative Rounding and Relaxation (Combinatorial","Annals of Discrete Mathematics 1, 185-204, 1977","2","1977"
"1665549059-11015","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau","Topics in Algorithms","Lecture, 0","2",""
"1665549059-11016","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, H Zhou","A local search framework for experimental design","SIAM Journal on Computing 51 (4), 900-951, 2022","1","2022"
"1665549059-11017","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau, A Ramachandran","Spectral analysis of matrix scaling and operator scaling","SIAM Journal on Computing 50 (3), 1034-1102, 2021","1","2021"
"1665549059-11018","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau","Roots of Graphs","National Library of Canada= Bibliothèque nationale du Canada, Ottawa, 2004","1","2004"
"1665549059-11019","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","TC Kwok, LC Lau, KC Tung","Cheeger Inequalities for Vertex Expansion and Reweighted Eigenvalues","arXiv preprint arXiv:2203.06168, 2022","","2022"
"1665549059-11020","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","T Chiu Kwok, LC Lau, KC Tung","Cheeger Inequalities for Vertex Expansion and Reweighted Eigenvalues","arXiv e-prints, arXiv: 2203.06168, 2022","","2022"
"1665549059-11021","https://scholar.google.com/citations?user=umOOMzsAAAAJ&hl=en&oi=ao","LC Lau, T Malkin, R O'Donnell, L Trevisan","Special Section on the Fifty-First Annual IEEE Symposium on Foundations of Computer Science (FOCS 2010)","SIAM Journal on Computing 43 (1), 255-255, 2014","","2014"
"1665549071-11022","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Al-Kiswany, D Subhraveti, P Sarkar, M Ripeanu","VMFlock: Virtual machine co-migration for the cloud","Proceedings of the 20th international symposium on High performance …, 2011","182","2011"
"1665549071-11023","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","TS Pillai, V Chidambaram, R Alagappan, S Al-Kiswany, ...","All File Systems Are Not Created Equal: On the Complexity of Crafting {Crash-Consistent} Applications","11th USENIX Symposium on Operating Systems Design and Implementation (OSDI …, 2014","154","2014"
"1665549071-11024","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Al-Kiswany, A Gharaibeh, E Santos-Neto, G Yuan, M Ripeanu","StoreGPU: exploiting graphics processing units to accelerate distributed storage systems","Proceedings of the 17th international symposium on High performance …, 2008","123","2008"
"1665549071-11025","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Al-Kiswany, M Ripeanu, SS Vazhkudai, A Gharaibeh","stdchk: A checkpoint storage system for desktop grid computing","2008 The 28th International Conference on Distributed Computing Systems, 613-624, 2008","88","2008"
"1665549071-11026","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Yang, T Harter, N Agrawal, SS Kowsalya, A Krishnamurthy, ...","Split-level I/O scheduling","Proceedings of the 25th Symposium on Operating Systems Principles, 474-489, 2015","78","2015"
"1665549071-11027","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Al-Kiswany, A Gharaibeh, M Ripeanu","The case for a versatile storage system","ACM SIGOPS Operating Systems Review 44 (1), 10-14, 2010","71","2010"
"1665549071-11028","https://scholar.google.com/citations?user=t7n06tsAAAAJ&hl=en&oi=ao","S Al Kiswany, CM Constantinescu, P Sarkar, MJ Seaman, DK Subhraveti","Virtual machine image co-migration","US Patent 8,442,955, 2013","67","2013"
